Company,Ticker,Strengths,Risks,PE,EPS,ROE,DebtEquity,RevenueGrowth,Score,Recommendation
Crizac Limited,CRIZAC.NS,"['Fair valuation', 'High profitability', 'Low debt', 'Strong revenue growth']",[],27.632326,10.58,0.37052,0.014,0.249,4,BUY
Crompton Greaves Consumer Electricals Limited,CROMPTON.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",34.993187,7.34,0.13014,4.826,0.01,-3,SELL
Crown Lifters Limited,CROWN.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",14.498913,9.2,0.17774999,66.801,0.261,1,SELL
CSB Bank Limited,CSBBANK.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'Debt data missing']",11.757474,35.79,0.14048,,0.282,3,HOLD
CSL Finance Limited,CSLFINANCE.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",8.944993,35.45,0.15006,137.222,0.175,1,SELL
Cambridge Technology Enterprises Limited,CTE.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-7.78,-0.21295999,117.654,0.025,-3,SELL
City Union Bank Limited,CUB.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['Debt data missing'],18.024046,16.22,0.12852,,0.176,1,SELL
Cubex Tubings Limited,CUBEXTUB.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']",21.751444,5.19,0.09882,52.805,0.335,-2,SELL
Cummins India Limited,CUMMINSIND.NS,"['High profitability', 'Low debt', 'Strong revenue growth']",['Stock may be overvalued'],52.05893,83.49,0.31142,0.308,0.264,3,HOLD
Cupid Limited,CUPID.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",211.23347,2.27,0.17591,7.019,1.032,-2,SELL
Cura Technologies Limited,CURAA.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Revenue growth data missing']",,-1.51,-0.12652999,55.07,,-3,SELL
Cyber Media (India) Limited,CYBERMEDIA.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'Debt data missing']",,-5.51,-4.9885902,,0.172,0,SELL
Cybertech Systems And Software Limited,CYBERTECH.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",12.905013,11.37,0.16863,2.503,0.014,0,SELL
Cyient Limited,CYIENT.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']",21.647652,51.71,0.10576,7.224,-0.037,-3,SELL
Cyient DLM Limited,CYIENTDLM.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",41.077,10.26,0.08487,21.401,-0.202,-5,SELL
Dabur India Limited,DABUR.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",47.862747,10.2,0.16096,11.464,0.054,-3,SELL
Dalmia Bharat Limited,DALBHARAT.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",36.0641,59.91,0.06427,39.764,0.107,-3,SELL
Dalmia Bharat Sugar and Industries Limited,DALMIASUG.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",7.0887575,42.25,0.109239995,16.971,0.067,0,SELL
Dam Capital Advisors Limited,DAMCAPITAL.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'ROE data missing', 'High debt risk']",13.292637,15.89,,1.278,0.664,1,SELL
Damodar Industries Limited,DAMODARIND.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",7.282609,4.14,0.06753,122.316,0.26,0,SELL
Dangee Dums Limited,DANGEE.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-0.04,-0.036259998,121.846,0.022,-3,SELL
Datamatics Global Services Limited,DATAMATICS.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],20.93964,39.43,0.17094,12.851,0.205,-1,SELL
Data Patterns (India) Limited,DATAPATTNS.NS,"['Average profitability', 'Low debt', 'Strong revenue growth']",['Stock may be overvalued'],64.23123,41.69,0.16169001,0.378,2.378,1,SELL
Davangere Sugar Company Limited,DAVANGERE.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']",23.733332,0.15,0.029930001,46.8,0.225,-2,SELL
D.B.Corp Limited,DBCORP.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",13.456567,19.34,0.15502,12.612,0.099,0,SELL
Deepak Builders & Engineers India Limited,DBEIL.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",11.740923,10.19,0.15385,35.454,-0.63,-1,SELL
Dilip Buildcon Limited,DBL.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",7.955456,59.94,0.16944,170.648,-0.218,-1,SELL
Dhampur Bio Organics Limited,DBOL.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-0.02,-5e-05,58.445,0.197,-2,SELL
Valor Estate Limited,DBREALTY.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",1697.857,0.07,0.00298,24.791,0.731,-3,SELL
DB (International) Stock Brokers Limited,DBSTOCKBRO.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']",19.888,1.25,0.06589,3.583,-0.35,-4,SELL
Dishman Carbogen Amcis Limited,DCAL.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']",28.637197,8.71,0.02254,40.201,-0.173,-4,SELL
DCB Bank Limited,DCBBANK.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'Debt data missing']",8.041509,21.2,0.11828,,0.08,2,HOLD
Dc Infotech And Communication Limited,DCI.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk'],22.822655,10.77,0.22364001,72.74,0.177,1,SELL
DCM  Limited,DCM.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",6.604568,14.01,0.75782996,2.73,0.06,2,HOLD
DCM Financial Services Limited,DCMFINSERV.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']",,-0.77,,,-0.662,-1,SELL
DCM Nouvelle Limited,DCMNVL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",39.43804,3.47,0.00593,52.207,-0.08,-5,SELL
DCM Shriram Limited,DCMSHRIRAM.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],27.220398,45.69,0.10277,30.055,0.106,-1,SELL
DCM Shriram Industries Limited,DCMSRIND.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",7.7774606,7.01,0.068390004,33.1,-0.012,-2,SELL
DCW Limited,DCW.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",35.390533,1.69,0.04773,35.935,0.103,-3,SELL
DCX Systems Limited,DCXINDIA.NS,['Low debt'],"['Stock may be overvalued', 'Weak profitability', 'Declining revenues']",86.5065,2.31,0.01844,0.242,-0.014,-2,SELL
Ddev Plastiks Industries Limited,DDEVPLSTIK.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk'],15.818942,19.11,0.23913,5.001,0.172,1,SELL
Deccan Cements Limited,DECCANCE.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",32.183544,23.7,0.04546,101.902,0.165,-3,SELL
DEE Development Engineers Limited,DEEDEV.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",30.428572,7.0,0.06073,69.855,0.392,-3,SELL
Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],16.107046,77.91,0.15364,62.046,0.094,-2,SELL
Deepak Nitrite Limited,DEEPAKNTR.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",45.273144,38.99,0.09961,22.412,-0.064,-5,SELL
Deep Industries Limited,DEEPINDS.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-6.13,-0.01441,10.086,0.692,-2,SELL
Delhivery Limited,DELHIVERY.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",222.54099,1.83,0.0147,17.226,0.169,-3,SELL
DELPHI WORLD MONEY LIMITED,DELPHIFX.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",109.231476,2.16,0.022079999,2547.188,-0.198,-5,SELL
Delta Corp Limited,DELTACORP.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",6.2932734,11.15,0.12361,1.395,-0.026,-1,SELL
Delta Manufacturing Limited,DELTAMAGNT.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-6.87,-0.48499,308.765,-0.28,-4,SELL
Den Networks Limited,DEN.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'Moderate debt level', 'Declining revenues']",7.873134,4.02,0.05217,0.575,-0.031,0,SELL
De Nora India Limited,DENORA.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'Debt data missing']",140.47285,4.97,0.02104,,0.205,-1,SELL
Denta Water and Infra Solutions Limited,DENTA.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'ROE data missing', 'High debt risk']",13.561339,24.78,,3.104,0.538,1,SELL
Dev Information Technology Limited,DEVIT.NS,"['Low valuation', 'High profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",2.9186814,13.65,0.79074997,18.23,0.35,3,HOLD
Dev Accelerator Limited,DEVX.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",114.72221,0.36,,177.212,0.504,-2,SELL
Devyani International Limited,DEVYANI.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",2414.0,0.06,-0.02553,170.712,0.126,-3,SELL
Digicontent Limited,DGCONTENT.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",9.775811,3.39,0.76584,275.528,0.15,3,HOLD
Dhampur Sugar Mills Limited,DHAMPURSUG.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",14.034483,8.7,0.05175,44.818,0.197,0,SELL
Dhanlaxmi Bank Limited,DHANBANK.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'Debt data missing', 'Declining revenues']",9.621622,2.59,0.0681,,-0.003,0,SELL
Dhanuka Agritech Limited,DHANUKA.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']",19.440334,62.18,0.19896,2.063,-0.086,-3,SELL
DHARAN INFRA-EPC LIMITED,DHARAN.NS,[],"['PE data missing', 'ROE data missing', 'High debt risk', 'Declining revenues']",,-0.19,,7.248,-0.988,-3,SELL
Dharmaj Crop Guard Limited,DHARMAJ.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],16.568056,14.4,0.11586001,31.256,0.115,-1,SELL
Dhruv Consultancy Services Limited,DHRUV.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",12.824,3.75,0.06598,22.271,-0.411,-2,SELL
Dhunseri Investments Limited,DHUNINV.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",46.446102,28.11,0.00677,15.416,-0.448,-5,SELL
Diamond Power Infrastructure Limited,DIACABS.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'Debt data missing']",119.59829,1.17,,,0.751,0,SELL
Diamines & Chemicals Limited,DIAMINESQ.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-5.18,-0.03121,6.365,-0.515,-4,SELL
Prataap Snacks Limited,DIAMONDYD.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-18.67,-0.061880004,7.953,-0.021,-4,SELL
DIC India Limited,DICIND.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'Debt data missing']",22.107437,21.78,,,0.008,0,SELL
Diffusion Engineers Limited,DIFFNKG.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'High debt risk']",29.334803,11.35,,5.714,0.013,-2,SELL
Digidrive Distributors Limited,DIGIDRIVE.NS,"['Low valuation', 'Low debt', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability']",12.660194,2.06,0.024920002,0.391,0.366,3,HOLD
DiGiSPICE Technologies Limited,DIGISPICE.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-0.69,-0.06548,5.5,0.144,-2,SELL
Digitide Solutions Limited,DIGITIDE.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'High debt risk']",,,,46.421,0.07,-2,SELL
Digjam Limited,DIGJAMLMTD.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",92.6909,0.55,0.63910997,1263.899,1.507,0,SELL
Debock Industries Limited,DIL.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'Debt data missing', 'Declining revenues']",2.3066666,0.75,0.02765,,-1.0,0,SELL
Dish TV India Limited,DISHTV.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']",,-3.51,,,-0.264,-1,SELL
Divgi Torqtransfer Systems Limited,DIVGIITTS.NS,"['Low debt', 'Strong revenue growth']","['Stock may be overvalued', 'Weak profitability']",61.15657,9.9,0.05069,0.262,0.538,0,SELL
Divi's Laboratories Limited,DIVISLAB.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'Moderate debt level']",68.70657,93.55,0.17061001,0.584,0.161,0,SELL
Dixon Technologies (India) Limited,DIXON.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",47.85157,257.63,0.47032002,29.663,0.288,0,SELL
DJ Mediaprint & Logistics Limited,DJML.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],27.726908,2.49,0.14199,37.044,0.699,-1,SELL
DLF Limited,DLF.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",40.173412,17.3,0.10293999,4.133,-0.168,-4,SELL
D-Link (India) Limited,DLINKINDIA.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",14.895584,29.21,0.2274,2.353,0.118,3,HOLD
Avenue Supermarts Limited,DMART.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",90.60766,41.8,0.12699,7.031,0.155,-2,SELL
DMCC SPECIALITY CHEMICALS LIMITED,DMCC.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],23.070726,11.17,0.12441,16.885,0.227,-1,SELL
Diligent Media Corporation Limited,DNAMEDIA.NS,['Low valuation'],"['Stock appears undervalued', 'ROE data missing', 'Debt data missing', 'Declining revenues']",11.735294,0.34,,,-0.058,1,SELL
Dodla Dairy Limited,DODLA.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],28.431557,43.1,0.1844,3.614,0.021,-2,SELL
Dolat Algotech Limited,DOLATALGO.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",12.527778,6.84,0.12205,18.689,-0.648,-1,SELL
Dollar Industries Limited,DOLLAR.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],19.230152,18.64,0.12429,37.489,0.056,-2,SELL
Dolphin Offshore Enterprises (India) Limited,DOLPHIN.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",30.914589,13.23,0.19451,64.104,0.471,-2,SELL
DOMS Industries Limited,DOMS.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",74.55073,34.5,0.21075001,13.64,0.241,0,SELL
Donear Industries Limited,DONEAR.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",14.545455,6.49,0.14061,155.524,0.129,1,SELL
D. P. Abhushan Limited,DPABHUSHAN.NS,"['Fair valuation', 'High profitability']","['High debt risk', 'Declining revenues']",22.418892,66.27,0.35627,44.551,-0.037,-1,SELL
DPSC Limited,DPSCLTD.NS,[],"['Stock may be overvalued', 'ROE data missing', 'High debt risk', 'Declining revenues']",248.0,0.04,,17.775,-0.047,-4,SELL
D P Wires Limited,DPWIRES.NS,['Fair valuation'],"['Weak profitability', 'Moderate debt level', 'Declining revenues']",23.50562,8.9,0.055970002,0.865,-0.121,-2,SELL
DRC Systems India Limited,DRCSYSTEMS.NS,"['Low valuation', 'High profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",13.934426,1.22,0.24643,4.245,0.415,3,HOLD
Dreamfolks Services Limited,DREAMFOLKS.NS,"['Low valuation', 'High profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",9.14038,12.11,0.21533,3.056,-0.351,1,SELL
Dredging Corporation of India Limited,DREDGECORP.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-9.38,-0.01708,91.479,0.036,-3,SELL
Dr. Reddy's Laboratories Limited,DRREDDY.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],18.068329,70.25,0.1736,16.167,0.098,-2,SELL
Dynacons Systems & Solutions Limited,DSSL.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk'],15.135375,62.05,0.33928,63.929,0.15,1,SELL
Dhunseri Tea & Industries Limited,DTIL.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-7.21,-0.01375,42.832,0.02,-3,SELL
Ducon Infratechnologies Limited,DUCON.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",8.255814,0.43,0.0809,57.96,0.023,-1,SELL
Dhunseri Ventures Limited,DVL.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']",15.081066,19.12,0.019650001,16.554,-0.382,-4,SELL
Dwarikesh Sugar Industries Limited,DWARKESH.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",46.06173,0.81,0.02001,23.127,-0.001,-5,SELL
