Company,Ticker,Strengths,Risks
Essar Shipping Limited,ESSARSHPNG.NS,['Low valuation'],"['Stock appears undervalued', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
Integra Essentia Limited,ESSENTIA.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Ester Industries Limited,ESTER.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
ETERNAL LIMITED,ETERNAL.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Ethos Limited,ETHOSLTD.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Eureka Forbes Limited,EUREKAFORB.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Euro Panel Products Limited,EUROBOND.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Euro Pratik Sales Limited,EUROPRATIK.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Eurotex Industries and Exports Limited,EUROTEXIND.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'ROE data missing', 'Debt data missing']"
Eveready Industries India Limited,EVEREADY.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Everest Industries Limited,EVERESTIND.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Excel Realty N Infra Limited,EXCEL.NS,['Low debt'],"['Stock may be overvalued', 'Weak profitability', 'Declining revenues']"
Excel Industries Limited,EXCELINDUS.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'Moderate debt level']"
Excelsoft Technologies Limited,EXCELSOFT.NS,"['Fair valuation', 'Strong revenue growth']","['ROE data missing', 'High debt risk']"
Exicom Tele-Systems Limited,EXICOM.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Exide Industries Limited,EXIDEIND.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Expleo Solutions Limited,EXPLEOSOL.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Exxaro Tiles Limited,EXXARO.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Fabtech Technologies Limited,FABTECH.NS,"['Fair valuation', 'Strong revenue growth']","['ROE data missing', 'High debt risk']"
Fertilizers and Chemicals Travancore Limited,FACT.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Fairchem Organics Limited,FAIRCHEMOR.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Faze Three Limited,FAZE3Q.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Fineotex Chemical Limited,FCL.NS,"['Fair valuation', 'Average profitability', 'Low debt']",['Declining revenues']
FCS Software Solutions Limited,FCSSOFT.NS,[],"['Stock may be overvalued', 'Weak profitability', 'Debt data missing', 'Declining revenues']"
FDC Limited,FDC.NS,['Fair valuation'],"['Weak profitability', 'Moderate debt level', 'Declining revenues']"
The Federal Bank  Limited,FEDERALBNK.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['Debt data missing']
Fedbank Financial Services Limited,FEDFINA.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Future Enterprises Limited,FEL.NS,[],"['PE data missing', 'Weak profitability', 'Debt data missing', 'Declining revenues']"
Future Enterprises Limited,FELDVR.NS,[],"['PE data missing', 'Weak profitability', 'Debt data missing', 'Declining revenues']"
Fiberweb (India) Limited,FIBERWEB.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Fiem Industries Limited,FIEMIND.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk']
Filatex India Limited,FILATEX.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Filatex Fashions Limited,FILATFASH.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Finolex Cables Limited,FINCABLES.NS,"['Fair valuation', 'Average profitability', 'Low debt', 'Slow revenue growth']",[]
Fine Organic Industries Limited,FINEORG.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'Moderate debt level']"
Finkurve Financial Services Limited,FINKURVE.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Fino Payments Bank Limited,FINOPB.NS,"['Fair valuation', 'Average profitability']","['Debt data missing', 'Declining revenues']"
Finolex Industries Limited,FINPIPE.NS,"['Fair valuation', 'Low debt', 'Slow revenue growth']",['Weak profitability']
Brainbees Solutions Limited,FIRSTCRY.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Fischer Medical Ventures Limited,FISCHER.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Five-Star Business Finance Limited,FIVESTAR.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Flair Writing Industries Limited,FLAIR.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Flexituff Ventures International Limited,FLEXITUFF.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
Future Lifestyle Fashions Limited,FLFL.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
Gujarat Fluorochemicals Limited,FLUOROCHEM.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Federal-Mogul Goetze (India) Limited.,FMGOETZE.NS,"['Low valuation', 'Average profitability', 'Low debt', 'Slow revenue growth']",['Stock appears undervalued']
Future Market Networks Limited,FMNL.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Focus Lighting and Fixtures Limited,FOCUS.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'Debt data missing']"
Foods & Inns Limited,FOODSIN.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
FORCE MOTORS LTD,FORCEMOT.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['Debt data missing']
Fortis Healthcare Limited,FORTIS.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Foseco India Limited,FOSECOIND.NS,"['Low debt', 'Slow revenue growth']","['Stock may be overvalued', 'ROE data missing']"
Firstsource Solutions Limited,FSL.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Fusion Finance Limited,FUSION.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Revenue growth data missing']"
Gabriel India Limited,GABRIEL.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Gujarat Ambuja Exports Limited,GAEL.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
GAIL (India) Limited,GAIL.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Gala Precision Engineering Limited,GALAPREC.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Galaxy Surfactants Limited,GALAXYSURF.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Gallantt Ispat Limited,GALLANTT.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Gandhar Oil Refinery (India) Limited,GANDHAR.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Gandhi Special Tubes Limited,GANDHITUBE.NS,"['Low valuation', 'High profitability', 'Low debt']","['Stock appears undervalued', 'Declining revenues']"
Ganesha Ecosphere Limited,GANECOS.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Ganesh Benzoplast Limited,GANESHBE.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Ganesh Consumer Products Limited,GANESHCP.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'High debt risk']"
GANESH HOUSING LIMITED,GANESHHOU.NS,"['Low valuation', 'High profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Ganga Forging Limited,GANGAFORGE.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Ganges Securities Limited,GANGESSECU.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'Debt data missing']"
Garware Technical Fibres Limited,GARFIBRES.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
Garuda Construction and Engineering Limited,GARUDA.NS,"['Fair valuation', 'Low debt', 'Strong revenue growth']",['ROE data missing']
GACM Technologies Limited,GATECH.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'Debt data missing']"
GACM Technologies Limited,GATECHDVR.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'Debt data missing']"
Gateway Distriparks Limited,GATEWAY.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Gayatri Highways Limited,GAYAHWS.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Gretex Corporate Services Limited,GCSL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
GeeCee Ventures Limited,GEECEE.NS,['Fair valuation'],"['Weak profitability', 'Debt data missing', 'Declining revenues']"
Geekay Wires Limited,GEEKAYWIRE.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Gem Aromatics Limited,GEMAROMA.NS,['Fair valuation'],"['ROE data missing', 'High debt risk', 'Declining revenues']"
Generic Engineering Construction and Projects Limited,GENCON.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Genesys International Corporation Limited,GENESYS.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Gensol Engineering Limited,GENSOL.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'ROE data missing', 'High debt risk']"
Genus Paper & Boards Limited,GENUSPAPER.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Genus Power Infrastructures Limited,GENUSPOWER.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk']
Geojit Financial Services Limited,GEOJITFSL.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
The Great Eastern Shipping Company Limited,GESHIP.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
GFL Limited,GFLLIMITED.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'Debt data missing']"
GHCL Limited,GHCL.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
GHCL Textiles Limited,GHCLTEXTIL.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
GIC Housing Finance Limited,GICHSGFIN.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
General Insurance Corporation of India,GICRE.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'Debt data missing']"
Gillanders Arbuthnot & Company Limited,GILLANDERS.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Gillette India Limited,GILLETTE.NS,"['Low debt', 'Slow revenue growth']","['Stock may be overvalued', 'ROE data missing']"
Ginni Filaments Limited,GINNIFILA.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Gujarat Industries Power Company Limited,GIPCL.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
GK Energy Limited,GKENERGY.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk']
GKW Limited,GKWLIMITED.NS,['Low debt'],"['PE data missing', 'Weak profitability', 'Declining revenues']"
Gland Pharma Limited,GLAND.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
GlaxoSmithKline Pharmaceuticals Limited,GLAXO.NS,['High profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
Glenmark Pharmaceuticals Limited,GLENMARK.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Global Education Limited,GLOBAL.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['Debt data missing']
Globale Tessile Limited,GLOBALE.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Global Vectra Helicorp Limited,GLOBALVECT.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
GLOBE ENTERPRISES (INDIA) LIMITED,GLOBE.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Globe Civil Projects Limited,GLOBECIVIL.NS,"['Fair valuation', 'High profitability']","['High debt risk', 'Revenue growth data missing']"
Globus Spirits Limited,GLOBUSSPR.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Gloster Limited,GLOSTERLTD.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Glottis Limited,GLOTTIS.NS,['Low valuation'],"['Stock appears undervalued', 'ROE data missing', 'High debt risk', 'Declining revenues']"
GM Breweries Limited,GMBREW.NS,"['Fair valuation', 'Average profitability', 'Low debt', 'Strong revenue growth']",[]
Gujarat Mineral Development Corporation Limited,GMDCLTD.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
GMM Pfaudler Limited,GMMPFAUDLR.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
GMR Power and Urban Infra Limited,GMRP&UI.NS,"['Low valuation', 'High profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
GNA Axles Limited,GNA.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC.NS,"['Low valuation', 'Low debt', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability']"
Goa Carbon Limited,GOACARBON.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
